DATE,TIME,HOME TEAM,AWAY TEAM,HOME PER,DRAW PER,AWAY PER,UNDER 2.5,OVER 2.5,BTS,OTS,NAME
2026.19.03,17:45,AEK Athens , NK Celje,76,12,12,37,63,42,58,ACC
2026.19.03,17:45,Mainz , Sigma Olomouc,71,14,14,70,30,41,59,ACC
2026.19.03,20:00,Shakhtar Donetsk , Lech Poznan,55,22,22,31,69,73,27,ACC
2026.19.03,20:00,Rayo Vallecano , Samsunspor,64,18,18,37,63,62,38,ACC
2026.19.03,20:00,Sparta Prague , AZ,57,21,21,30,70,68,32,ACC
2026.19.03,20:00,Strasbourg , HNK Rijeka,74,13,13,63,37,41,59,ACC
2026.19.03,17:45,SC Freiburg , Genk,60,20,20,34,66,69,31,ACC
2026.19.03,17:45,Lyon , Celta Vigo,56,22,22,32,68,72,28,ACC
2026.19.03,17:45,Midtjylland , Nottm Forest,17,17,66,36,64,56,44,ACC
2026.19.03,20:00,FC Porto , VfB Stuttgart,28,43,28,36,64,64,36,ACC
2026.19.03,20:00,Roma , Bologna,61,19,19,69,31,38,62,ACC
2026.19.03,20:00,Real Betis , Panathinaikos,73,13,13,70,30,42,58,ACC
2026.19.03,20:00,Aston Villa , Lille,62,19,19,39,61,73,27,ACC
2026.19.03,11:00,Oleksandria , Dynamo Kyiv,15,15,69,34,66,73,27,ACC
2026.19.03,16:00,Metalist 1925 Kharkiv , SK Poltava,74,13,13,31,69,58,42,ACC
2026.19.03,00:00,Little Rock Rangers , Tulsa,13,13,74,32,68,38,62,ACC
2026.19.03,00:30,San Antonio FC , ASC New Stars,69,15,15,34,66,57,43,ACC
2026.19.03,00:30,BOHFS St. Louis , Union Omaha,15,15,69,35,65,37,63,ACC
2026.19.03,01:30,New Mexico United , Cruizers FC,75,12,12,31,69,28,72,ACC
2026.19.03,02:00,Sacramento Republic , El Farolito,80,10,10,32,68,68,32,ACC
2026.19.03,02:30,Antelope Valley Alta , Valley 559 FC,66,17,17,29,71,30,70,ACC
2026.19.03,02:30,Ventura County Fusion , Spokane Velocity FC,19,19,62,31,69,27,73,ACC
2026.19.03,02:30,Orange County SC , Laguna United FC,78,11,11,35,65,34,66,ACC
2026.19.03,22:00,Carolina Core FC , Virginia Dream,75,12,12,31,69,34,66,ACC
2026.19.03,22:30,Charlotte Independence , Ristozi FC,75,12,12,34,66,31,69,ACC
2026.19.03,22:30,Flint City Bucks , Forward Madison FC,19,19,62,29,71,64,36,ACC
2026.19.03,23:00,Lexington SC , Flower City Union,70,15,15,34,66,33,67,ACC
2026.19.03,23:30,Westchester SC , NY Renegades,65,17,17,39,61,33,67,ACC
2026.19.03,11:00,Andijan , Mashal,74,13,13,37,63,66,34,ACC
2026.19.03,13:15,Buxoro , Dinamo Samarqand,18,18,63,40,60,71,29,ACC
2026.19.03,04:00,South Island United , Bula,63,18,18,29,71,70,30,ACC
